Epoch	Time(sec)	Loss_train	AUC_dev	AUC_test	Precision_test	Recall_test
26	2645.308691174956	356.1759658861822	0.9629798713426021	0.9682632893177587	0.954954954954955	0.888268156424581
27	2728.056329471059	351.6044318967609	0.9642768209172028	0.9683955476553243	0.9634146341463414	0.88268156424581
28	2811.6512695830315	342.59312142870453	0.963249636854119	0.9670782546131709	0.9523809523809523	0.8938547486033519
29	2893.2303016299848	338.18728064748274	0.9623417721518988	0.9679511596411037	0.963302752293578	0.8798882681564246
30	2977.729926856002	318.88584509923317	0.9611382029466694	0.9681416116471983	0.9525222551928784	0.8966480446927374
31	3064.2529658700805	319.92345920939175	0.9611278273500726	0.9680252243101405	0.9607250755287009	0.888268156424581
32	3149.1911538939457	319.3299836629345	0.9617192363560905	0.9680358049771457	0.9553571428571429	0.8966480446927374
33	3231.5294463860337	313.04348099840786	0.9614754098360656	0.9681892246487218	0.9553571428571429	0.8966480446927374
34	3317.2224655579776	305.71149392775357	0.9615636024071385	0.9679141273065854	0.9583333333333334	0.8994413407821229
35	3407.2055340649094	305.606290729519	0.9607439302759909	0.9683426443202979	0.9554896142433235	0.8994413407821229
36	3496.267008933006	304.1241442032038	0.9608943764266445	0.9676813526324699	0.9552238805970149	0.8938547486033519
37	3577.553903400898	298.8745492951266	0.9591357128034863	0.9670253512781446	0.9554896142433235	0.8994413407821229
38	3654.158157542115	304.2346667190744	0.9611693297364599	0.9666867699339766	0.9554896142433235	0.8994413407821229
39	3710.2928728670813	303.20021061728613	0.960863249636854	0.9674485779583546	0.9554896142433235	0.8994413407821229
40	3754.5842657419853	287.70449028074404	0.9608684374351525	0.967147028948705	0.9554896142433235	0.8994413407821229
41	3806.2335442740005	286.6571188779567	0.9615636024071383	0.9667026409344844	0.9583333333333334	0.8994413407821229
42	3864.4401829440612	286.1991879748098	0.960629798713426	0.966766124936516	0.9554896142433235	0.8994413407821229
43	3914.798145970097	284.9345293578279	0.9608009960572734	0.9664063822583376	0.9582089552238806	0.8966480446927374
44	3993.0850668060593	281.9444794456424	0.9595455488690601	0.9665809632639242	0.9554896142433235	0.8994413407821229
45	4073.3377064359374	282.4423751642952	0.9582589748910562	0.9666708989334687	0.9583333333333334	0.8994413407821229
46	4151.294810357969	279.29156979588834	0.9591305250051877	0.9668507702725581	0.9554896142433235	0.8994413407821229
47	4232.949370573973	279.00997903433955	0.9604170989831915	0.9668296089385474	0.9583333333333334	0.8994413407821229
48	4309.770367373014	284.1062576066354	0.9594729196928822	0.9668454799390552	0.9583333333333334	0.8994413407821229
49	4390.695062025916	280.07939254350856	0.9595196098775679	0.9666603182664634	0.9611940298507463	0.8994413407821229
50	4469.865451300051	272.36508183060647	0.9584249844366051	0.9663481885898086	0.9583333333333334	0.8994413407821229
51	4549.554929920938	271.6870424578498	0.9583679186553228	0.9664010919248349	0.9583333333333334	0.8994413407821229
52	4630.845469406107	269.68231508672454	0.9586688109566299	0.9661048332486879	0.9583333333333334	0.8994413407821229
53	4710.441054418916	269.74395489027177	0.9593172857439302	0.9659884459116304	0.9583333333333334	0.8994413407821229
54	4791.890436673071	268.9543133477542	0.9592394687694543	0.966258252920264	0.9583333333333334	0.8994413407821229
55	4873.541917115916	268.4386463173588	0.9570398422909318	0.9663323175893008	0.9583333333333334	0.8994413407821229
56	4950.803652371047	267.30583344543896	0.9569360863249637	0.9662476722532588	0.9583333333333334	0.8994413407821229
57	5030.857899717987	268.50972125803133	0.9588763228885661	0.9660942525816828	0.9583333333333334	0.8994413407821229
58	5110.6884476649575	266.60230877992245	0.9571020958705125	0.9662265109192483	0.9583333333333334	0.8994413407821229
59	5191.749489081092	267.5776453678401	0.9593587881303175	0.9655440578974099	0.9583333333333334	0.8994413407821229
60	5274.379778189119	262.08432459588005	0.9566403818219548	0.9657609615710174	0.9583333333333334	0.8994413407821229
61	5352.770681038033	262.8532655035207	0.9576675658850384	0.9657768325715252	0.9583333333333334	0.8994413407821229
62	5434.101679557934	261.51650424942306	0.9567700767794148	0.9656287032334517	0.9583333333333334	0.8994413407821229
63	5513.7984431548975	261.78013648481414	0.9582849138825483	0.9655123158963941	0.9583333333333334	0.8994413407821229
64	5593.972171815112	262.4140187484419	0.957096908072214	0.9655863805654308	0.9583333333333334	0.8994413407821229
65	5674.786451748107	261.63077002514405	0.9574496783565056	0.9654488318943626	0.9583333333333334	0.8994413407821229
66	5754.541527158115	261.6853603766999	0.9572110396347789	0.9655599288979178	0.9583333333333334	0.8994413407821229
67	5835.526498784078	260.8185943913113	0.9568790205436813	0.9655281868969021	0.9583333333333334	0.8994413407821229
68	5912.750989292981	260.1859580301531	0.9566870720066404	0.9653377348908074	0.9583333333333334	0.8994413407821229
69	5994.138014328899	261.2449806519901	0.957636439095248	0.9652689605552733	0.9583333333333334	0.8994413407821229
70	6075.385637124069	258.5175144960223	0.9566351940236563	0.9650414762146605	0.9583333333333334	0.8994413407821229
71	6156.64926591306	258.7472101832898	0.9566870720066403	0.96502031488065	0.9583333333333334	0.8994413407821229
72	6235.943826342933	258.6229936093183	0.9564847478730026	0.9650626375486709	0.9583333333333334	0.8994413407821229
73	6317.70510463696	258.1954644037767	0.9565625648474786	0.9650520568816657	0.9583333333333334	0.8994413407821229
74	6401.573976776097	258.6251600732446	0.9565625648474787	0.9649568308786185	0.9583333333333334	0.8994413407821229
75	6484.697353190975	258.0510836743895	0.9568427059555924	0.9647981208735399	0.9583333333333334	0.8994413407821229
76	6565.674479261041	258.3479766641434	0.9565158746627931	0.9648298628745555	0.9583333333333334	0.8994413407821229
77	6645.518308975967	257.9378928653159	0.9566040672338659	0.9647769595395295	0.9583333333333334	0.8994413407821229
78	6727.173066318966	257.6403990458059	0.9566507574185514	0.964808701540545	0.9583333333333334	0.8994413407821229
79	6807.237425961066	258.07902512715515	0.9562461091512762	0.9647981208735399	0.9583333333333334	0.8994413407821229
80	6887.682594297919	256.6347324360293	0.9565625648474787	0.9647663788725241	0.9583333333333334	0.8994413407821229
81	6966.992496982915	256.5448504297707	0.9554627516082176	0.9647134755374979	0.9583333333333334	0.8994413407821229
82	7042.966909030918	256.75793731386113	0.9556183855571695	0.9646394108684612	0.9583333333333334	0.8994413407821229
83	7124.3214880169835	256.54727076764493	0.9555301929860966	0.9647028948704927	0.9583333333333334	0.8994413407821229
84	7203.846439568093	256.4419384958328	0.9556287611537664	0.9646499915354665	0.9583333333333334	0.8994413407821229
85	7283.002008899115	256.46087692952176	0.9557221415231375	0.9647028948704927	0.9583333333333334	0.8994413407821229
86	7364.217195399106	256.49755815862903	0.955587258767379	0.964628830201456	0.9583333333333334	0.8994413407821229
87	7444.592039383948	256.3100931830194	0.9556391367503632	0.9646076688674454	0.9583333333333334	0.8994413407821229
88	7524.432114663068	256.3665817468716	0.9554108736252335	0.964570636532927	0.9583333333333334	0.8994413407821229
89	7597.091835980071	256.3727334966328	0.9554523760116207	0.9645653461994245	0.9583333333333334	0.8994413407821229
90	7672.736103296978	255.72865996159723	0.955467939406516	0.9645653461994244	0.9583333333333334	0.8994413407821229
91	7748.149150562007	255.6217552777091	0.9554835028014111	0.9645547655324191	0.9583333333333334	0.8994413407821229
92	7823.785008355975	255.7109159052199	0.9554990661963063	0.964501862197393	0.9583333333333334	0.8994413407821229
93	7896.6887710241135	255.57290730996718	0.9556339489520647	0.9645336041984087	0.9583333333333334	0.8994413407821229
94	7972.104087284068	255.64363896726755	0.9555768831707823	0.9645653461994244	0.9583333333333334	0.8994413407821229
95	8048.2852378929965	255.5092665354838	0.9555509441792902	0.9645071525308955	0.9583333333333334	0.8994413407821229
96	8116.293222378939	255.49670716269713	0.955483502801411	0.9644912815303877	0.9583333333333334	0.8994413407821229
97	8188.26624124893	255.7263717706918	0.9554783150031126	0.9645759268664297	0.9583333333333334	0.8994413407821229
98	8258.53028697311	255.5522549377007	0.9556858269350487	0.9645124428643982	0.9583333333333334	0.8994413407821229
99	8330.449436044088	255.49477611790164	0.9557221415231376	0.9644172168613508	0.9583333333333334	0.8994413407821229
